user_id,num_books_rated,gutenberg_ids,goodreads_book_keys,ratings
277842,8,158;75491;7700;2571;155;66057;12702;4300,"emma||austen, jane;giants in the earth||rã¸lvaag, o. e. (ole edvart);lysistrata||aristophanes;peace||aristophanes;the moonstone||collins, wilkie;the tale of genji||murasaki shikibu;the tale of peter rabbit||potter, beatrix;ulysses||joyce, james",4.0;2.0;5.0;2.0;4.0;4.0;5.0;3.0
277862,8,98;1626;10523;2554;1120;967;209;120,"a tale of two cities||dickens, charles;after dark||collins, wilkie;alcestis||euripides;crime and punishment||dostoyevsky, fyodor;julius caesar||shakespeare, william;nicholas nickleby||dickens, charles;the turn of the screw||james, henry;treasure island||stevenson, robert louis",2.0;3.0;5.0;3.0;3.0;4.0;4.0;4.0
277872,32,146;1113;2450;75781;158;219;8387;245;5658;8409;145;1127;1342;78572;28700;9687;28054;37257;64317;32730;18881;26298;155;174;113;42;66057;56447;5066;599;74458;9182,"a little princess||burnett, frances hodgson;a midsummer nights dream||shakespeare, william;boyhood||tolstoy, leo;east of eden||glenn, isa;emma||austen, jane;heart of darkness||conrad, joseph;hunger||hamsun, knut;life on the mississippi||twain, mark;lord jim||conrad, joseph;loveletters between a nobleman and his sister||behn, aphra;middlemarch||eliot, george;othello||shakespeare, william;pride and prejudice||austen, jane;quartet||rhys, jean;robin hood||creswick, paul;robinson crusoe||defoe, daniel;the brothers karamazov||dostoyevsky, fyodor;the claw||stockley, cynthia;the great gatsby||fitzgerald, f. scott (francis scott);the heart of a woman||orczy, emmuska orczy;the idiot||bangs, john kendrick;the metamorphosis||kafka, franz;the moonstone||collins, wilkie;the picture of dorian gray||wilde, oscar;the secret garden||burnett, frances hodgson;the strange case of dr jekyll and mr hyde||stevenson, robert louis;the tale of genji||murasaki shikibu;the tunnel||richardson, dorothy m. (dorothy miller);the whole family a novel by twelve authors||howells, william dean;vanity fair||thackeray, william makepeace;victoria||hamsun, knut;villette||brontã«, charlotte",5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;3.5;5.0;5.0;5.0;5.0;5.0;4.0
277881,15,1113;1856;158;28215;29676;1120;543;1118;28054;696;18881;65839;66057;120;1123,"a midsummer nights dream||shakespeare, william;cousin pons||balzac, honorã© de;emma||austen, jane;empire||simak, clifford d.;identity||blade, zoã«;julius caesar||shakespeare, william;main street||lewis, sinclair;much ado about nothing||shakespeare, william;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the idiot||bangs, john kendrick;the stranger||dickson, gordon r.;the tale of genji||murasaki shikibu;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",4.0;3.0;4.0;5.0;3.0;4.0;2.0;4.0;4.0;4.0;4.0;4.5;3.0;4.5;4.0
277887,9,1113;23303;8486;3536;64317;149;21969;174;70361,"a midsummer nights dream||shakespeare, william;cinderella||anonymous;ghost stories of an antiquary||james, m. r. (montague rhodes);the enchanted castle||nesbit, e. (edith);the great gatsby||fitzgerald, f. scott (francis scott);the lost continent||burroughs, edgar rice;the outcry||james, henry;the picture of dorian gray||wilde, oscar;the terror||coppel, alfred",5.0;3.0;3.0;3.0;4.0;5.0;4.0;4.0;5.0
277910,9,8809;1626;10523;1120;70440;28054;18881;9028;75170,"aesops fables||aesop;after dark||collins, wilkie;alcestis||euripides;julius caesar||shakespeare, william;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the idiot||bangs, john kendrick;the mysterious stranger||twain, mark;the sound and the fury||faulkner, william",4.0;1.0;5.0;4.0;3.0;3.0;3.0;4.0;3.0
277954,9,1399;1121;2726;514;2610;63990;21015;18881;67138,"anna karenina||tolstoy, leo;as you like it||shakespeare, william;eight cousins||alcott, louisa may;little women||alcott, louisa may;notredame de paris||hugo, victor;palimpsest||aycock, roger d.;the adventures of jimmy skunk||burgess, thornton w. (thornton waldo);the idiot||bangs, john kendrick;the sun also rises||hemingway, ernest",4.5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
277961,11,4217;1399;158;1122;15;3783;70440;18881;6362;120;4300,"a portrait of the artist as a young man||joyce, james;anna karenina||tolstoy, leo;emma||austen, jane;hamlet||shakespeare, william;mobydick or the whale||melville, herman;mother||gorky, maksim;the awakening||bordeaux, henry;the idiot||bangs, john kendrick;three soldiers||dos passos, john;treasure island||stevenson, robert louis;ulysses||joyce, james",5.0;3.0;5.0;4.0;3.0;3.0;3.0;4.0;5.0;4.0;3.5
277995,15,1113;10523;1081;158;1400;7700;121;1127;2571;61262;1661;49035;67138;120;768,"a midsummer nights dream||shakespeare, william;alcestis||euripides;dead souls||gogol, nikolai vasilevich;emma||austen, jane;great expectations||dickens, charles;lysistrata||aristophanes;northanger abbey||austen, jane;othello||shakespeare, william;peace||aristophanes;poirot investigates||christie, agatha;the adventures of sherlock holmes||doyle, arthur conan;the changeling||besant, walter;the sun also rises||hemingway, ernest;treasure island||stevenson, robert louis;wuthering heights||brontã«, emily",2.0;4.0;3.0;4.0;3.0;3.0;5.0;4.0;3.0;3.0;3.0;3.0;3.0;4.0;3.0
278021,28,1113;70432;158;28215;27200;1122;29676;1120;963;5658;1533;2413;73527;1118;78220;242;6124;69514;28054;49035;2852;18881;174;70361;63708;120;1123;4300,"a midsummer nights dream||shakespeare, william;clouds of witness||sayers, dorothy l. (dorothy leigh);emma||austen, jane;empire||simak, clifford d.;fairy tales of hans christian andersen||andersen, h. c. (hans christian);hamlet||shakespeare, william;identity||blade, zoã«;julius caesar||shakespeare, william;little dorrit||dickens, charles;lord jim||conrad, joseph;macbeth||shakespeare, william;madame bovary||flaubert, gustave;messiah||vidal, gore;much ado about nothing||shakespeare, william;murder at the vicarage||christie, agatha;my ntonia||cather, willa;pamela or virtue rewarded||richardson, samuel;the best man||hill, grace livingston;the brothers karamazov||dostoyevsky, fyodor;the changeling||besant, walter;the hound of the baskervilles||doyle, arthur conan;the idiot||bangs, john kendrick;the picture of dorian gray||wilde, oscar;the terror||coppel, alfred;total recall||sternig, larry;treasure island||stevenson, robert louis;twelfth night||shakespeare, william;ulysses||joyce, james",2.0;3.0;2.0;3.0;4.0;4.0;5.0;5.0;4.0;2.0;4.0;4.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;5.0;4.0;4.0;2.0;2.0;4.0;3.0;4.0;4.0
278130,15,1113;8809;2554;996;158;75491;1120;5658;105;1342;4081;66057;35;1123;768,"a midsummer nights dream||shakespeare, william;aesops fables||aesop;crime and punishment||dostoyevsky, fyodor;don quixote||cervantes saavedra, miguel de;emma||austen, jane;giants in the earth||rã¸lvaag, o. e. (ole edvart);julius caesar||shakespeare, william;lord jim||conrad, joseph;persuasion||austen, jane;pride and prejudice||austen, jane;the alchemist||jonson, ben;the tale of genji||murasaki shikibu;the time machine||wells, h. g. (herbert george);twelfth night||shakespeare, william;wuthering heights||brontã«, emily",5.0;4.0;5.0;4.0;5.0;5.0;5.0;5.0;3.0;3.0;3.0;2.0;4.0;5.0;4.5
278134,24,8809;1121;2554;76944;28215;2891;23077;73144;1342;29908;9038;70440;10947;1184;76965;6746;26298;9028;22480;65839;482;63708;120;1123,"aesops fables||aesop;as you like it||shakespeare, william;crime and punishment||dostoyevsky, fyodor;dostoevsky||gide, andrã©;empire||simak, clifford d.;howards end||forster, e. m. (edward morgan);jane eyre||brontã«, charlotte;lady chatterleys lover||lawrence, d. h. (david herbert);pride and prejudice||austen, jane;the adventurer||kornbluth, c. m. (cyril m.);the adventures of tom sawyer||twain, mark;the awakening||bordeaux, henry;the best american humorous short stories||jessup, alexander;the count of monte cristo||dumas, alexandre;the counterfeiters||gide, andrã©;the grey fairy book||lang, andrew;the metamorphosis||kafka, franz;the mysterious stranger||twain, mark;the prussian officer||lawrence, d. h. (david herbert);the stranger||dickson, gordon r.;the woodlanders||hardy, thomas;total recall||sternig, larry;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",5.0;3.0;4.5;4.0;3.0;4.0;2.0;2.0;4.0;5.0;3.0;3.5;2.0;3.0;4.0;3.0;3.0;3.0;3.0;4.0;4.0;2.0;5.0;5.0
278181,11,28215;6542;1400;1128;351;7517;26298;28948;65839;2084;6362,"empire||simak, clifford d.;frankenstein||shelley, mary wollstonecraft;great expectations||dickens, charles;king lear||shakespeare, william;of human bondage||maugham, w. somerset (william somerset);sanctuary||wharton, edith;the metamorphosis||kafka, franz;the rainbow||lawrence, d. h. (david herbert);the stranger||dickson, gordon r.;the way of all flesh||butler, samuel;three soldiers||dos passos, john",5.0;3.0;3.0;3.0;4.0;3.0;4.0;4.0;5.0;3.0;4.0
278218,13,1113;158;28215;7700;1126;58099;2571;149;30062;66057;1107;70361;1123,"a midsummer nights dream||shakespeare, william;emma||austen, jane;empire||simak, clifford d.;lysistrata||aristophanes;measure for measure||shakespeare, william;mother of pearl||france, anatole;peace||aristophanes;the lost continent||burroughs, edgar rice;the plague||keller, teddy;the tale of genji||murasaki shikibu;the taming of the shrew||shakespeare, william;the terror||coppel, alfred;twelfth night||shakespeare, william",4.0;3.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;5.0;4.0;5.0
278317,10,1113;4217;51713;71865;2610;1661;70361;209;120;9182,"a midsummer nights dream||shakespeare, william;a portrait of the artist as a young man||joyce, james;metamorphosis||de vet, charles v.;mrs dalloway||woolf, virginia;notredame de paris||hugo, victor;the adventures of sherlock holmes||doyle, arthur conan;the terror||coppel, alfred;the turn of the screw||james, henry;treasure island||stevenson, robert louis;villette||brontã«, charlotte",4.0;4.0;4.0;5.0;3.0;3.0;5.0;4.0;5.0;3.0
278379,9,1113;98;1112;7517;28054;49035;7991;66057;209,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;romeo and juliet||shakespeare, william;sanctuary||wharton, edith;the brothers karamazov||dostoyevsky, fyodor;the changeling||besant, walter;the storm||ostrovsky, aleksandr nikolaevich;the tale of genji||murasaki shikibu;the turn of the screw||james, henry",4.0;2.0;3.0;3.0;3.0;3.0;3.0;4.0;3.0
278380,10,1113;98;10523;158;1400;1120;66057;1123;4300;768,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;alcestis||euripides;emma||austen, jane;great expectations||dickens, charles;julius caesar||shakespeare, william;the tale of genji||murasaki shikibu;twelfth night||shakespeare, william;ulysses||joyce, james;wuthering heights||brontã«, emily",3.0;3.0;4.0;5.0;4.0;2.0;4.0;3.0;3.0;4.0
278386,8,1113;158;2500;155;66057;70361;1123;4300,"a midsummer nights dream||shakespeare, william;emma||austen, jane;siddhartha||hesse, hermann;the moonstone||collins, wilkie;the tale of genji||murasaki shikibu;the terror||coppel, alfred;twelfth night||shakespeare, william;ulysses||joyce, james",4.0;4.0;2.0;1.0;4.0;4.0;5.0;4.0
278390,9,1399;1400;1122;5658;105;61262;70440;64317;1123,"anna karenina||tolstoy, leo;great expectations||dickens, charles;hamlet||shakespeare, william;lord jim||conrad, joseph;persuasion||austen, jane;poirot investigates||christie, agatha;the awakening||bordeaux, henry;the great gatsby||fitzgerald, f. scott (francis scott);twelfth night||shakespeare, william",5.0;3.0;4.0;4.0;5.0;2.0;3.0;3.0;3.0
278435,10,1113;158;219;7700;121;2571;1661;696;64317;18019,"a midsummer nights dream||shakespeare, william;emma||austen, jane;heart of darkness||conrad, joseph;lysistrata||aristophanes;northanger abbey||austen, jane;peace||aristophanes;the adventures of sherlock holmes||doyle, arthur conan;the castle of otranto||walpole, horace;the great gatsby||fitzgerald, f. scott (francis scott);the luckiest girl in the school||brazil, angela",4.0;4.0;4.0;5.0;3.0;3.0;2.0;4.0;2.0;5.0
278439,8,1113;1120;1112;2500;28054;1123;599;768,"a midsummer nights dream||shakespeare, william;julius caesar||shakespeare, william;romeo and juliet||shakespeare, william;siddhartha||hesse, hermann;the brothers karamazov||dostoyevsky, fyodor;twelfth night||shakespeare, william;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",4.0;5.0;4.0;3.0;3.0;5.0;5.0;5.0
278449,20,1399;75781;514;1342;9687;1753;1603;28054;32730;18881;155;3268;174;113;66057;70361;308;8204;599;768,"anna karenina||tolstoy, leo;east of eden||glenn, isa;little women||alcott, louisa may;pride and prejudice||austen, jane;robinson crusoe||defoe, daniel;swan song||chekhov, anton pavlovich;the blue flower||van dyke, henry;the brothers karamazov||dostoyevsky, fyodor;the heart of a woman||orczy, emmuska orczy;the idiot||bangs, john kendrick;the moonstone||collins, wilkie;the mysteries of udolpho||radcliffe, ann ward;the picture of dorian gray||wilde, oscar;the secret garden||burnett, frances hodgson;the tale of genji||murasaki shikibu;the terror||coppel, alfred;three men in a boat to say nothing of the dog||jerome, jerome k. (jerome klapka);three men in a boat||jerome, jerome k. (jerome klapka);vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",4.0;4.0;4.0;3.0;4.0;5.0;4.0;4.0;5.0;4.0;5.0;4.0;4.0;5.0;5.0;4.0;4.0;4.0;5.0;5.0
278462,13,1113;10523;10007;2554;158;32732;1120;1118;1342;4081;2852;18881;120,"a midsummer nights dream||shakespeare, william;alcestis||euripides;carmilla||le fanu, joseph sheridan;crime and punishment||dostoyevsky, fyodor;emma||austen, jane;jacobs ladder||oppenheim, e. phillips (edward phillips);julius caesar||shakespeare, william;much ado about nothing||shakespeare, william;pride and prejudice||austen, jane;the alchemist||jonson, ben;the hound of the baskervilles||doyle, arthur conan;the idiot||bangs, john kendrick;treasure island||stevenson, robert louis",4.0;4.0;2.0;5.0;2.0;3.0;2.0;5.0;3.0;3.0;4.0;3.0;3.0
278464,14,4217;767;10523;1081;7893;790;121;1112;161;1184;37189;33;66057;26289,"a portrait of the artist as a young man||joyce, james;agnes grey||brontã«, anne;alcestis||euripides;dead souls||gogol, nikolai vasilevich;hide and seek||collins, wilkie;lady windermeres fan||wilde, oscar;northanger abbey||austen, jane;romeo and juliet||shakespeare, william;sense and sensibility||austen, jane;the count of monte cristo||dumas, alexandre;the return of the soldier||west, rebecca;the scarlet letter||hawthorne, nathaniel;the tale of genji||murasaki shikibu;walden||thoreau, henry david",3.0;3.0;4.0;3.0;4.0;4.0;4.0;3.0;4.0;4.0;3.0;4.0;4.0;3.0
278471,9,10007;1120;2413;1118;28054;696;18881;67138;1123,"carmilla||le fanu, joseph sheridan;julius caesar||shakespeare, william;madame bovary||flaubert, gustave;much ado about nothing||shakespeare, william;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the idiot||bangs, john kendrick;the sun also rises||hemingway, ernest;twelfth night||shakespeare, william",3.0;4.0;4.0;4.0;4.0;2.0;4.0;4.0;4.0
278502,19,4217;244;11;345;28215;2891;1120;73144;1533;11043;71865;28054;696;26298;122;209;120;4300;203,"a portrait of the artist as a young man||joyce, james;a study in scarlet||doyle, arthur conan;alices adventures in wonderland||carroll, lewis;dracula||stoker, bram;empire||simak, clifford d.;howards end||forster, e. m. (edward morgan);julius caesar||shakespeare, william;lady chatterleys lover||lawrence, d. h. (david herbert);macbeth||shakespeare, william;midnight||cohen, octavus roy;mrs dalloway||woolf, virginia;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the metamorphosis||kafka, franz;the return of the native||hardy, thomas;the turn of the screw||james, henry;treasure island||stevenson, robert louis;ulysses||joyce, james;uncle toms cabin||stowe, harriet beecher",3.0;4.0;4.0;4.0;5.0;4.0;5.0;5.0;3.0;5.0;3.0;5.0;3.0;4.0;5.0;5.0;4.0;3.5;4.0
278507,8,1399;28215;141;2489;7517;70440;69514;37536,"anna karenina||tolstoy, leo;empire||simak, clifford d.;mansfield park||austen, jane;moby dick or the whale||melville, herman;sanctuary||wharton, edith;the awakening||bordeaux, henry;the best man||hill, grace livingston;the house of the dead||dostoyevsky, fyodor",2.0;2.0;2.0;5.0;4.0;4.0;3.0;2.0
278536,13,146;1400;8387;2226;63775;543;38251;6474;174;108;66057;267;599,"a little princess||burnett, frances hodgson;great expectations||dickens, charles;hunger||hamsun, knut;kim||kipling, rudyard;legend||dane, clemence;main street||lewis, sinclair;oscar wilde||thorne, guy;the iron woman||deland, margaret wade campbell;the picture of dorian gray||wilde, oscar;the return of sherlock holmes||doyle, arthur conan;the tale of genji||murasaki shikibu;the touchstone||wharton, edith;vanity fair||thackeray, william makepeace",5.0;3.0;5.0;3.5;3.0;5.0;5.0;3.0;4.5;4.0;1.0;5.0;4.0
278571,9,1121;345;135;1533;1600;175;558;120;1123,"as you like it||shakespeare, william;dracula||stoker, bram;les misrables||hugo, victor;macbeth||shakespeare, william;symposium||plato;the phantom of the opera||leroux, gaston;the thirtynine steps||buchan, john;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",4.0;4.0;3.0;4.0;3.0;4.0;5.0;5.0;4.0
278689,11,1399;76513;63990;1112;11052;18881;30062;70361;289;583;599,"anna karenina||tolstoy, leo;billy budd||melville, herman;palimpsest||aycock, roger d.;romeo and juliet||shakespeare, william;the custom of the country||wharton, edith;the idiot||bangs, john kendrick;the plague||keller, teddy;the terror||coppel, alfred;the wind in the willows||grahame, kenneth;the woman in white||collins, wilkie;vanity fair||thackeray, william makepeace",4.0;4.0;5.0;5.0;5.0;4.0;4.0;5.0;4.0;5.0;5.0
278726,8,1113;7700;2571;105;2500;60;66057;599,"a midsummer nights dream||shakespeare, william;lysistrata||aristophanes;peace||aristophanes;persuasion||austen, jane;siddhartha||hesse, hermann;the scarlet pimpernel||orczy, emmuska orczy;the tale of genji||murasaki shikibu;vanity fair||thackeray, william makepeace",4.0;4.0;4.0;5.0;4.0;3.0;5.0;4.333333333333333
278731,10,2554;1254;49400;38251;1753;28054;8117;66057;70361;768,"crime and punishment||dostoyevsky, fyodor;cyrano de bergerac||rostand, edmond;experience||cotton, catherine (catherine m.);oscar wilde||thorne, guy;swan song||chekhov, anton pavlovich;the brothers karamazov||dostoyevsky, fyodor;the possessed||dostoyevsky, fyodor;the tale of genji||murasaki shikibu;the terror||coppel, alfred;wuthering heights||brontã«, emily",1.0;4.0;5.0;4.0;3.0;2.0;5.0;5.0;1.0;5.0
278750,9,1121;28215;1120;7700;4081;28054;122;7849;3289,"as you like it||shakespeare, william;empire||simak, clifford d.;julius caesar||shakespeare, william;lysistrata||aristophanes;the alchemist||jonson, ben;the brothers karamazov||dostoyevsky, fyodor;the return of the native||hardy, thomas;the trial||kafka, franz;the valley of fear||doyle, arthur conan",5.0;5.0;5.0;3.0;5.0;5.0;3.0;3.0;5.0
278761,13,2641;8809;1120;1128;73188;29908;69700;37536;4313;69408;65839;6362;1123,"a room with a view||forster, e. m. (edward morgan);aesops fables||aesop;julius caesar||shakespeare, william;king lear||shakespeare, william;possession||bromfield, louis;the adventurer||kornbluth, c. m. (cyril m.);the casebook of sherlock holmes||doyle, arthur conan;the house of the dead||dostoyevsky, fyodor;the odd women||gissing, george;the shoemaker||harper, olive;the stranger||dickson, gordon r.;three soldiers||dos passos, john;twelfth night||shakespeare, william",3.0;5.0;5.0;3.0;5.0;5.0;5.0;2.0;5.0;3.0;2.0;5.0;5.0
278800,19,1399;158;35860;8486;2591;1103;145;38251;63990;64317;2852;18881;174;67138;70361;289;120;599;768,"anna karenina||tolstoy, leo;emma||austen, jane;essays||benson, arthur christopher;ghost stories of an antiquary||james, m. r. (montague rhodes);grimms fairy tales||grimm, jacob;king richard iii||shakespeare, william;middlemarch||eliot, george;oscar wilde||thorne, guy;palimpsest||aycock, roger d.;the great gatsby||fitzgerald, f. scott (francis scott);the hound of the baskervilles||doyle, arthur conan;the idiot||bangs, john kendrick;the picture of dorian gray||wilde, oscar;the sun also rises||hemingway, ernest;the terror||coppel, alfred;the wind in the willows||grahame, kenneth;treasure island||stevenson, robert louis;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",5.0;4.0;3.0;3.0;3.0;4.0;3.0;5.0;5.0;4.0;3.0;5.0;5.0;4.0;4.0;5.0;4.0;4.0;3.6666666666666665
278828,16,1113;98;10523;1399;1856;7469;158;1122;219;1120;7700;28054;1184;64317;66057;120,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;alcestis||euripides;anna karenina||tolstoy, leo;cousin pons||balzac, honorã© de;daniel deronda||eliot, george;emma||austen, jane;hamlet||shakespeare, william;heart of darkness||conrad, joseph;julius caesar||shakespeare, william;lysistrata||aristophanes;the brothers karamazov||dostoyevsky, fyodor;the count of monte cristo||dumas, alexandre;the great gatsby||fitzgerald, f. scott (francis scott);the tale of genji||murasaki shikibu;treasure island||stevenson, robert louis",4.0;3.0;5.0;5.0;5.0;5.0;4.0;3.0;2.0;3.0;2.0;5.0;3.0;4.0;4.0;4.0
278914,12,1113;2641;98;514;78342;2500;28054;155;66057;12702;35;583,"a midsummer nights dream||shakespeare, william;a room with a view||forster, e. m. (edward morgan);a tale of two cities||dickens, charles;little women||alcott, louisa may;partners in crime||christie, agatha;siddhartha||hesse, hermann;the brothers karamazov||dostoyevsky, fyodor;the moonstone||collins, wilkie;the tale of genji||murasaki shikibu;the tale of peter rabbit||potter, beatrix;the time machine||wells, h. g. (herbert george);the woman in white||collins, wilkie",4.0;5.0;5.0;4.5;4.0;3.0;2.0;4.5;5.0;5.0;2.0;1.0
278920,8,15492;70432;1122;1448;28054;16493;75170;65839,"a dolls house||ibsen, henrik;clouds of witness||sayers, dorothy l. (dorothy leigh);hamlet||shakespeare, william;heidi||spyri, johanna;the brothers karamazov||dostoyevsky, fyodor;the man without a country||hale, edward everett;the sound and the fury||faulkner, william;the stranger||dickson, gordon r.",5.0;3.0;5.0;1.0;5.0;2.0;5.0;5.0
278930,12,1113;61221;2891;21510;51713;1127;1112;1661;174;1106;9182;768,"a midsummer nights dream||shakespeare, william;a passage to india||forster, e. m. (edward morgan);howards end||forster, e. m. (edward morgan);legacy||schmitz, james h.;metamorphosis||de vet, charles v.;othello||shakespeare, william;romeo and juliet||shakespeare, william;the adventures of sherlock holmes||doyle, arthur conan;the picture of dorian gray||wilde, oscar;titus andronicus||shakespeare, william;villette||brontã«, charlotte;wuthering heights||brontã«, emily",3.0;5.0;4.0;4.0;5.0;4.0;2.0;3.0;5.0;4.0;5.0;5.0
278938,11,1113;1399;105;1661;75334;14888;964;175;174;66057;599,"a midsummer nights dream||shakespeare, william;anna karenina||tolstoy, leo;persuasion||austen, jane;the adventures of sherlock holmes||doyle, arthur conan;the girls||ferber, edna;the inheritors||conrad, joseph;the merry adventures of robin hood||pyle, howard;the phantom of the opera||leroux, gaston;the picture of dorian gray||wilde, oscar;the tale of genji||murasaki shikibu;vanity fair||thackeray, william makepeace",2.0;4.0;5.0;4.0;3.0;4.0;4.0;4.0;5.0;1.0;3.0
278983,9,8809;1399;345;1672;135;7517;28054;120;1123,"aesops fables||aesop;anna karenina||tolstoy, leo;dracula||stoker, bram;gorgias||plato;les misrables||hugo, victor;sanctuary||wharton, edith;the brothers karamazov||dostoyevsky, fyodor;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",3.0;5.0;5.0;4.0;5.0;2.0;5.0;4.0;4.0
278991,12,61221;158;51713;242;26905;105;174;12349;67138;74458;9182;768,"a passage to india||forster, e. m. (edward morgan);emma||austen, jane;metamorphosis||de vet, charles v.;my ntonia||cather, willa;northern lights||parker, gilbert;persuasion||austen, jane;the picture of dorian gray||wilde, oscar;the secret city||walpole, hugh;the sun also rises||hemingway, ernest;victoria||hamsun, knut;villette||brontã«, charlotte;wuthering heights||brontã«, emily",3.0;4.0;3.0;4.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
279027,8,1113;158;1120;7700;2571;155;66057;768,"a midsummer nights dream||shakespeare, william;emma||austen, jane;julius caesar||shakespeare, william;lysistrata||aristophanes;peace||aristophanes;the moonstone||collins, wilkie;the tale of genji||murasaki shikibu;wuthering heights||brontã«, emily",4.0;4.0;5.0;4.0;4.0;4.0;4.0;4.5
279052,10,1399;23077;5658;38251;70440;18881;174;70361;4300;768,"anna karenina||tolstoy, leo;jane eyre||brontã«, charlotte;lord jim||conrad, joseph;oscar wilde||thorne, guy;the awakening||bordeaux, henry;the idiot||bangs, john kendrick;the picture of dorian gray||wilde, oscar;the terror||coppel, alfred;ulysses||joyce, james;wuthering heights||brontã«, emily",4.0;4.0;4.0;5.0;4.0;4.0;4.0;5.0;3.5;4.0
279120,11,1122;967;28054;65298;37536;65839;7849;209;2084;1123;76804,"hamlet||shakespeare, william;nicholas nickleby||dickens, charles;the brothers karamazov||dostoyevsky, fyodor;the gift||sturgis, melvin;the house of the dead||dostoyevsky, fyodor;the stranger||dickson, gordon r.;the trial||kafka, franz;the turn of the screw||james, henry;the way of all flesh||butler, samuel;twelfth night||shakespeare, william;wanted||cunningham, eugene",4.0;2.0;4.0;5.0;4.0;4.5;4.5;2.0;1.0;5.0;3.0
279129,9,1113;10523;2554;135;7700;1118;2571;28054;209,"a midsummer nights dream||shakespeare, william;alcestis||euripides;crime and punishment||dostoyevsky, fyodor;les misrables||hugo, victor;lysistrata||aristophanes;much ado about nothing||shakespeare, william;peace||aristophanes;the brothers karamazov||dostoyevsky, fyodor;the turn of the screw||james, henry",5.0;5.0;5.0;3.0;4.0;5.0;4.0;4.0;5.0
279153,8,1120;2413;28054;696;66057;70361;120;1123,"julius caesar||shakespeare, william;madame bovary||flaubert, gustave;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the tale of genji||murasaki shikibu;the terror||coppel, alfred;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",3.0;4.0;1.0;2.0;3.0;3.0;4.0;1.0
279156,11,98;11;2554;345;7700;2571;28054;49035;66057;120;1123,"a tale of two cities||dickens, charles;alices adventures in wonderland||carroll, lewis;crime and punishment||dostoyevsky, fyodor;dracula||stoker, bram;lysistrata||aristophanes;peace||aristophanes;the brothers karamazov||dostoyevsky, fyodor;the changeling||besant, walter;the tale of genji||murasaki shikibu;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",4.0;4.0;3.0;3.0;3.0;2.0;4.0;3.0;3.0;3.0;2.0
279157,8,1113;4217;17780;70440;28054;2276;209;5231,"a midsummer nights dream||shakespeare, william;a portrait of the artist as a young man||joyce, james;scenes of clerical life||eliot, george;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the private memoirs and confessions of a justified sinner||hogg, james;the turn of the screw||james, henry;the way we live now||trollope, anthony",4.5;5.0;3.0;2.0;5.0;3.0;5.0;5.0
279160,10,1113;98;1122;1120;2413;1127;105;66057;599;768,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;hamlet||shakespeare, william;julius caesar||shakespeare, william;madame bovary||flaubert, gustave;othello||shakespeare, william;persuasion||austen, jane;the tale of genji||murasaki shikibu;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",3.0;2.0;4.0;4.0;2.0;3.0;2.0;3.0;3.0;3.5
279180,10,1626;1200;1120;2413;70379;28054;49035;37536;18881;1123,"after dark||collins, wilkie;gargantua and pantagruel||rabelais, franã§ois;julius caesar||shakespeare, william;madame bovary||flaubert, gustave;oil||sinclair, upton;the brothers karamazov||dostoyevsky, fyodor;the changeling||besant, walter;the house of the dead||dostoyevsky, fyodor;the idiot||bangs, john kendrick;twelfth night||shakespeare, william",4.0;3.0;5.0;4.0;5.0;5.0;4.0;5.0;5.0;5.0
