user_id,book_titles,authors,num_books_rated,ratings,book_paths,is_aligned,num_missing_files,missing_files
263722,a midsummer nights dream;cyrano de bergerac;east of eden;emma;the brothers karamazov;the secret garden;the tale of genji;the woman in white;vanity fair;wuthering heights,"shakespeare, william;rostand, edmond;glenn, isa;austen, jane;dostoyevsky, fyodor;burnett, frances hodgson;murasaki shikibu;collins, wilkie;thackeray, william makepeace;brontã«, emily",10,4.0;3.0;4.0;4.0;4.0;3.0;3.0;3.5;4.0;4.0,book_texts/1113.txt;book_texts/1254.txt;book_texts/75781.txt;book_texts/158.txt;book_texts/28054.txt;book_texts/113.txt;book_texts/66057.txt;book_texts/583.txt;book_texts/599.txt;book_texts/768.txt,True,0,
263764,empire;far from the madding crowd;hard times;romeo and juliet;the brothers karamazov;the castle of otranto;the count of monte cristo;the elusive pimpernel;twelfth night;war and peace,"simak, clifford d.;hardy, thomas;dickens, charles;shakespeare, william;dostoyevsky, fyodor;walpole, horace;dumas, alexandre;orczy, emmuska orczy;shakespeare, william;tolstoy, leo",10,5.0;4.0;1.0;2.0;1.5;3.0;4.0;4.0;5.0;4.0,book_texts/28215.txt;book_texts/27.txt;book_texts/786.txt;book_texts/1112.txt;book_texts/28054.txt;book_texts/696.txt;book_texts/1184.txt;book_texts/2785.txt;book_texts/1123.txt;book_texts/2600.txt,True,0,
263765,alcestis;emma;lysistrata;peace;the castle of otranto;the tale of genji;treasure island;twelfth night;ulysses;vanity fair,"euripides;austen, jane;aristophanes;aristophanes;walpole, horace;murasaki shikibu;stevenson, robert louis;shakespeare, william;joyce, james;thackeray, william makepeace",10,4.0;4.0;3.0;4.0;4.0;4.0;3.0;3.0;3.0;4.0,book_texts/10523.txt;book_texts/158.txt;book_texts/7700.txt;book_texts/2571.txt;book_texts/696.txt;book_texts/66057.txt;book_texts/120.txt;book_texts/1123.txt;book_texts/4300.txt;book_texts/599.txt,True,0,
263773,cousin pons;dracula;far from the madding crowd;gorgias;julius caesar;mrs dalloway;much ado about nothing;the adventurer;the castle of otranto;the gift;twelfth night;women in love,"balzac, honorã© de;stoker, bram;hardy, thomas;plato;shakespeare, william;woolf, virginia;shakespeare, william;kornbluth, c. m. (cyril m.);walpole, horace;sturgis, melvin;shakespeare, william;lawrence, d. h. (david herbert)",12,4.0;3.0;4.0;4.0;3.0;4.0;5.0;3.0;5.0;3.0;3.0;4.0,book_texts/1856.txt;book_texts/345.txt;book_texts/27.txt;book_texts/1672.txt;book_texts/1120.txt;book_texts/71865.txt;book_texts/1118.txt;book_texts/29908.txt;book_texts/696.txt;book_texts/65298.txt;book_texts/1123.txt;book_texts/4240.txt,True,0,
263846,anna karenina;lady chatterleys lover;othello;palimpsest;pride and prejudice;the enchanted castle;the idiot;the picture of dorian gray;the plague;the sun also rises;the tale of genji;the terror;vanity fair;wuthering heights,"tolstoy, leo;lawrence, d. h. (david herbert);shakespeare, william;aycock, roger d.;austen, jane;nesbit, e. (edith);bangs, john kendrick;wilde, oscar;keller, teddy;hemingway, ernest;murasaki shikibu;coppel, alfred;thackeray, william makepeace;brontã«, emily",14,4.5;4.0;2.0;5.0;4.0;3.0;5.0;4.0;4.0;5.0;4.0;5.0;5.0;4.0,book_texts/1399.txt;book_texts/73144.txt;book_texts/1127.txt;book_texts/63990.txt;book_texts/1342.txt;book_texts/3536.txt;book_texts/18881.txt;book_texts/174.txt;book_texts/30062.txt;book_texts/67138.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/599.txt;book_texts/768.txt,True,0,
263863,a lost lady;emma;lysistrata;pride and prejudice;sense and sensibility;the castle of otranto;the secret garden;the sun also rises;the tempest;treasure island,"cather, willa;austen, jane;aristophanes;austen, jane;austen, jane;walpole, horace;burnett, frances hodgson;hemingway, ernest;shakespeare, william;stevenson, robert louis",10,4.0;4.0;2.0;5.0;5.0;3.0;4.0;2.5;5.0;4.0,book_texts/65636.txt;book_texts/158.txt;book_texts/7700.txt;book_texts/1342.txt;book_texts/161.txt;book_texts/696.txt;book_texts/113.txt;book_texts/67138.txt;book_texts/1135.txt;book_texts/120.txt,True,0,
263881,a midsummer nights dream;adventures of huckleberry finn;anna karenina;cousin pons;emma;forever;great expectations;hamlet;oil;the beautiful and damned;the brothers karamazov;the castle of otranto;the count of monte cristo;the longest journey;the mysterious affair at styles;the rainbow;the stranger,"shakespeare, william;twain, mark;tolstoy, leo;balzac, honorã© de;austen, jane;sheckley, robert;dickens, charles;shakespeare, william;sinclair, upton;fitzgerald, f. scott (francis scott);dostoyevsky, fyodor;walpole, horace;dumas, alexandre;forster, e. m. (edward morgan);christie, agatha;lawrence, d. h. (david herbert);dickson, gordon r.",17,4.0;5.0;4.0;5.0;5.0;3.0;5.0;3.0;5.0;3.0;5.0;4.0;4.0;3.0;3.0;5.0;3.0,book_texts/1113.txt;book_texts/76.txt;book_texts/1399.txt;book_texts/1856.txt;book_texts/158.txt;book_texts/29487.txt;book_texts/1400.txt;book_texts/1122.txt;book_texts/70379.txt;book_texts/9830.txt;book_texts/28054.txt;book_texts/696.txt;book_texts/1184.txt;book_texts/2604.txt;book_texts/863.txt;book_texts/28948.txt;book_texts/65839.txt,True,0,
263894,a midsummer nights dream;julius caesar;lysistrata;peace;the brothers karamazov;the idiot;the turn of the screw;treasure island;ulysses,"shakespeare, william;shakespeare, william;aristophanes;aristophanes;dostoyevsky, fyodor;bangs, john kendrick;james, henry;stevenson, robert louis;joyce, james",9,4.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;4.0,book_texts/1113.txt;book_texts/1120.txt;book_texts/7700.txt;book_texts/2571.txt;book_texts/28054.txt;book_texts/18881.txt;book_texts/209.txt;book_texts/120.txt;book_texts/4300.txt,True,0,
263973,a midsummer nights dream;don quixote;emma;much ado about nothing;pygmalion;swan song;the tale of genji;the terror;wuthering heights,"shakespeare, william;cervantes saavedra, miguel de;austen, jane;shakespeare, william;shaw, bernard;chekhov, anton pavlovich;murasaki shikibu;coppel, alfred;brontã«, emily",9,4.0;5.0;5.0;5.0;3.0;3.0;4.5;5.0;4.5,book_texts/1113.txt;book_texts/996.txt;book_texts/158.txt;book_texts/1118.txt;book_texts/3825.txt;book_texts/1753.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/768.txt,True,0,
264129,a little princess;alcestis;daniel deronda;fairy tales of hans christian andersen;othello;the alchemist;the awakening;the brothers karamazov;the castle of otranto;the idiot;the prince and the pauper;the taming of the shrew;the two gentlemen of verona;twelfth night;ulysses;wuthering heights,"burnett, frances hodgson;euripides;eliot, george;andersen, h. c. (hans christian);shakespeare, william;jonson, ben;bordeaux, henry;dostoyevsky, fyodor;walpole, horace;bangs, john kendrick;twain, mark;shakespeare, william;shakespeare, william;shakespeare, william;joyce, james;brontã«, emily",16,4.0;4.0;4.0;3.0;5.0;4.0;1.0;3.0;2.0;5.0;3.0;5.0;4.0;4.0;4.0;2.0,book_texts/146.txt;book_texts/10523.txt;book_texts/7469.txt;book_texts/27200.txt;book_texts/1127.txt;book_texts/4081.txt;book_texts/70440.txt;book_texts/28054.txt;book_texts/696.txt;book_texts/18881.txt;book_texts/1837.txt;book_texts/1107.txt;book_texts/1108.txt;book_texts/1123.txt;book_texts/4300.txt;book_texts/768.txt,True,0,
264153,a dolls house;as you like it;cakes and ale;gorgias;hamlet;hunger;julius caesar;love;madame bovary;mrs craddock;nicholas nickleby;poor folk;sense and sensibility;the adventurer;the alchemist;the beautiful and damned;the big blue soldier;the brothers karamazov;the garden party and other stories;the way of all flesh;three soldiers;wuthering heights,"ibsen, henrik;shakespeare, william;maugham, w. somerset (william somerset);plato;shakespeare, william;hamsun, knut;shakespeare, william;von arnim, elizabeth;flaubert, gustave;maugham, w. somerset (william somerset);dickens, charles;dostoyevsky, fyodor;austen, jane;kornbluth, c. m. (cyril m.);jonson, ben;fitzgerald, f. scott (francis scott);hill, grace livingston;dostoyevsky, fyodor;mansfield, katherine;butler, samuel;dos passos, john;brontã«, emily",22,5.0;5.0;4.0;4.0;5.0;4.0;4.0;5.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;4.0;5.0;4.0,book_texts/15492.txt;book_texts/1121.txt;book_texts/78723.txt;book_texts/1672.txt;book_texts/1122.txt;book_texts/8387.txt;book_texts/1120.txt;book_texts/73308.txt;book_texts/2413.txt;book_texts/47470.txt;book_texts/967.txt;book_texts/2302.txt;book_texts/161.txt;book_texts/29908.txt;book_texts/4081.txt;book_texts/9830.txt;book_texts/60580.txt;book_texts/28054.txt;book_texts/1429.txt;book_texts/2084.txt;book_texts/6362.txt;book_texts/768.txt,True,0,
264173,as you like it;benjamin franklin;emma;gorgias;julius caesar;northanger abbey;sanctuary;the tale of genji;twelfth night,"shakespeare, william;franklin, benjamin;austen, jane;plato;shakespeare, william;austen, jane;wharton, edith;murasaki shikibu;shakespeare, william",9,3.0;4.0;4.0;5.0;4.0;5.0;4.0;4.0;5.0,book_texts/1121.txt;book_texts/35508.txt;book_texts/158.txt;book_texts/1672.txt;book_texts/1120.txt;book_texts/121.txt;book_texts/7517.txt;book_texts/66057.txt;book_texts/1123.txt,True,0,
264177,anna karenina;david copperfield;north and south;oscar wilde;pride and prejudice;swan song;the blue flower;the brothers karamazov;the iron woman;vanity fair,"tolstoy, leo;dickens, charles;gaskell, elizabeth cleghorn;thorne, guy;austen, jane;chekhov, anton pavlovich;van dyke, henry;dostoyevsky, fyodor;deland, margaret wade campbell;thackeray, william makepeace",10,4.0;3.0;3.0;3.0;5.0;3.0;4.0;4.0;5.0;3.5,book_texts/1399.txt;book_texts/766.txt;book_texts/4276.txt;book_texts/38251.txt;book_texts/1342.txt;book_texts/1753.txt;book_texts/1603.txt;book_texts/28054.txt;book_texts/6474.txt;book_texts/599.txt,True,0,
264204,alcestis;anna karenina;crime and punishment;the castle of otranto;the idiot;the rainbow;three soldiers;treasure island,"euripides;tolstoy, leo;dostoyevsky, fyodor;walpole, horace;bangs, john kendrick;lawrence, d. h. (david herbert);dos passos, john;stevenson, robert louis",8,4.0;5.0;2.5;3.0;4.0;4.0;5.0;4.0,book_texts/10523.txt;book_texts/1399.txt;book_texts/2554.txt;book_texts/696.txt;book_texts/18881.txt;book_texts/28948.txt;book_texts/6362.txt;book_texts/120.txt,True,0,
264236,death in venice;demian;dracula;moonfleet;night and day;she;the dark;the great gatsby;this side of paradise;treasure island,"mann, thomas;hesse, hermann;stoker, bram;falkner, john meade;woolf, virginia;haggard, h. rider (henry rider);andreyev, leonid;fitzgerald, f. scott (francis scott);fitzgerald, f. scott (francis scott);stevenson, robert louis",10,5.0;5.0;5.0;3.0;5.0;5.0;5.0;4.0;4.0;5.0,book_texts/66073.txt;book_texts/74222.txt;book_texts/345.txt;book_texts/10743.txt;book_texts/1245.txt;book_texts/3155.txt;book_texts/49594.txt;book_texts/64317.txt;book_texts/805.txt;book_texts/120.txt,True,0,
264308,a midsummer nights dream;hamlet;lysistrata;peace;the adventures of sherlock holmes;the canterville ghost;the turn of the screw;three soldiers;ulysses,"shakespeare, william;shakespeare, william;aristophanes;aristophanes;doyle, arthur conan;wilde, oscar;james, henry;dos passos, john;joyce, james",9,5.0;4.0;4.0;4.0;4.0;3.0;5.0;5.0;5.0,book_texts/1113.txt;book_texts/1122.txt;book_texts/7700.txt;book_texts/2571.txt;book_texts/1661.txt;book_texts/14522.txt;book_texts/209.txt;book_texts/6362.txt;book_texts/4300.txt,True,0,
264315,a midsummer nights dream;alcestis;gorgias;the breaking point;the castle of otranto;the time machine;the turn of the screw;treasure island;twelfth night,"shakespeare, william;euripides;plato;rinehart, mary roberts;walpole, horace;wells, h. g. (herbert george);james, henry;stevenson, robert louis;shakespeare, william",9,3.0;5.0;5.0;3.0;3.0;5.0;4.0;3.5;3.5,book_texts/1113.txt;book_texts/10523.txt;book_texts/1672.txt;book_texts/1601.txt;book_texts/696.txt;book_texts/35.txt;book_texts/209.txt;book_texts/120.txt;book_texts/1123.txt,True,0,
264327,emma;lysistrata;oscar wilde;peace;the princess of cleves;the tale of genji;the terror;three soldiers,"austen, jane;aristophanes;thorne, guy;aristophanes;la fayette, madame de (marie-madeleine pioche de la vergne);murasaki shikibu;coppel, alfred;dos passos, john",8,3.0;3.0;4.0;3.0;5.0;4.0;4.0;4.0,book_texts/158.txt;book_texts/7700.txt;book_texts/38251.txt;book_texts/2571.txt;book_texts/467.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/6362.txt,True,0,
264331,a midsummer nights dream;heart of darkness;howards end;pride and prejudice;the adventures of sherlock holmes;the moonstone;the turn of the screw;vanity fair;wuthering heights,"shakespeare, william;conrad, joseph;forster, e. m. (edward morgan);austen, jane;doyle, arthur conan;collins, wilkie;james, henry;thackeray, william makepeace;brontã«, emily",9,4.0;3.0;4.0;4.0;4.0;4.0;3.0;5.0;5.0,book_texts/1113.txt;book_texts/219.txt;book_texts/2891.txt;book_texts/1342.txt;book_texts/1661.txt;book_texts/155.txt;book_texts/209.txt;book_texts/599.txt;book_texts/768.txt,True,0,
264332,a midsummer nights dream;anna karenina;emma;oscar wilde;romeo and juliet;the brothers karamazov;the idiot;the moonstone;the tale of genji;vanity fair,"shakespeare, william;tolstoy, leo;austen, jane;thorne, guy;shakespeare, william;dostoyevsky, fyodor;bangs, john kendrick;collins, wilkie;murasaki shikibu;thackeray, william makepeace",10,5.0;5.0;3.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0,book_texts/1113.txt;book_texts/1399.txt;book_texts/158.txt;book_texts/38251.txt;book_texts/1112.txt;book_texts/28054.txt;book_texts/18881.txt;book_texts/155.txt;book_texts/66057.txt;book_texts/599.txt,True,0,
264351,a midsummer nights dream;a tale of two cities;cousin pons;emma;hamlet;lysistrata;my ntonia;the changeling,"shakespeare, william;dickens, charles;balzac, honorã© de;austen, jane;shakespeare, william;aristophanes;cather, willa;besant, walter",8,3.0;5.0;5.0;3.0;5.0;4.0;5.0;3.0,book_texts/1113.txt;book_texts/98.txt;book_texts/1856.txt;book_texts/158.txt;book_texts/1122.txt;book_texts/7700.txt;book_texts/242.txt;book_texts/49035.txt,True,0,
264386,david copperfield;northern lights;persuasion;robin hood;the adventures of sherlock holmes;the heart of a woman;the moonstone;the runaway bunny;the secret garden;the woman in white;vanity fair;wuthering heights,"dickens, charles;parker, gilbert;austen, jane;creswick, paul;doyle, arthur conan;orczy, emmuska orczy;collins, wilkie;smith, laura rountree;burnett, frances hodgson;collins, wilkie;thackeray, william makepeace;brontã«, emily",12,5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0,book_texts/766.txt;book_texts/26905.txt;book_texts/105.txt;book_texts/28700.txt;book_texts/1661.txt;book_texts/32730.txt;book_texts/155.txt;book_texts/65568.txt;book_texts/113.txt;book_texts/583.txt;book_texts/599.txt;book_texts/768.txt,True,0,
264400,a portrait of the artist as a young man;bring the jubilee;crime and punishment;eight cousins;heidi;julius caesar;much ado about nothing;rebellion;the brothers karamazov;the house of mirth;the time machine;three soldiers;treasure island;vanity fair,"joyce, james;moore, ward;dostoyevsky, fyodor;alcott, louisa may;spyri, johanna;shakespeare, william;shakespeare, william;patterson, joseph medill;dostoyevsky, fyodor;wharton, edith;wells, h. g. (herbert george);dos passos, john;stevenson, robert louis;thackeray, william makepeace",14,4.0;2.0;4.0;4.0;2.0;3.0;5.0;4.0;3.0;4.0;5.0;4.0;4.0;3.0,book_texts/4217.txt;book_texts/67652.txt;book_texts/2554.txt;book_texts/2726.txt;book_texts/1448.txt;book_texts/1120.txt;book_texts/1118.txt;book_texts/56455.txt;book_texts/28054.txt;book_texts/284.txt;book_texts/35.txt;book_texts/6362.txt;book_texts/120.txt;book_texts/599.txt,True,0,
264460,carmilla;cousin pons;julius caesar;lysistrata;much ado about nothing;peace;persuasion;skin game;the call of the wild;the castle of otranto;the spell;the spy;the time machine;twelfth night;ulysses,"le fanu, joseph sheridan;balzac, honorã© de;shakespeare, william;aristophanes;shakespeare, william;aristophanes;austen, jane;fritch, charles e.;london, jack;walpole, horace;orcutt, william dana;cooper, james fenimore;wells, h. g. (herbert george);shakespeare, william;joyce, james",15,1.0;3.0;4.0;2.0;3.0;2.0;1.0;3.0;4.0;3.0;3.0;3.0;4.0;4.0;3.0,book_texts/10007.txt;book_texts/1856.txt;book_texts/1120.txt;book_texts/7700.txt;book_texts/1118.txt;book_texts/2571.txt;book_texts/105.txt;book_texts/31665.txt;book_texts/215.txt;book_texts/696.txt;book_texts/35607.txt;book_texts/9845.txt;book_texts/35.txt;book_texts/1123.txt;book_texts/4300.txt,True,0,
264517,a midsummer nights dream;a room with a view;an enemy of the people;and both were young;fathers and sons;hamlet;identity;miss mackenzie;picture bride;pride and prejudice;runaway;scenes of clerical life;sense and sensibility;the big blue soldier;the romantic;the sound and the fury;three soldiers;titus andronicus;treasure island;women in love,"shakespeare, william;forster, e. m. (edward morgan);ibsen, henrik;l'engle, madeleine;turgenev, ivan sergeevich;shakespeare, william;blade, zoã«;trollope, anthony;samachson, joseph;austen, jane;coppel, alfred;eliot, george;austen, jane;hill, grace livingston;sinclair, may;faulkner, william;dos passos, john;shakespeare, william;stevenson, robert louis;lawrence, d. h. (david herbert)",20,4.0;5.0;4.0;5.0;2.0;3.0;5.0;4.0;3.0;5.0;4.0;4.0;5.0;4.0;3.0;4.0;5.0;2.0;5.0;4.0,book_texts/1113.txt;book_texts/2641.txt;book_texts/2446.txt;book_texts/72403.txt;book_texts/47935.txt;book_texts/1122.txt;book_texts/29676.txt;book_texts/24000.txt;book_texts/51009.txt;book_texts/1342.txt;book_texts/64602.txt;book_texts/17780.txt;book_texts/161.txt;book_texts/60580.txt;book_texts/13292.txt;book_texts/75170.txt;book_texts/6362.txt;book_texts/1106.txt;book_texts/120.txt;book_texts/4240.txt,True,0,
264527,a midsummer nights dream;a tale of two cities;cousin pons;crome yellow;great expectations;hamlet;julius caesar;lysistrata;peace;romeo and juliet;the best american humorous short stories;the bridge of san luis rey;the idiot;the tale of genji;the turn of the screw;twelfth night;ulysses;vanity fair;victoria,"shakespeare, william;dickens, charles;balzac, honorã© de;huxley, aldous;dickens, charles;shakespeare, william;shakespeare, william;aristophanes;aristophanes;shakespeare, william;jessup, alexander;wilder, thornton;bangs, john kendrick;murasaki shikibu;james, henry;shakespeare, william;joyce, james;thackeray, william makepeace;hamsun, knut",19,4.0;3.0;3.0;4.0;4.0;4.0;2.5;4.0;4.0;3.0;4.0;4.0;5.0;4.0;5.0;4.0;4.0;4.0;4.0,book_texts/1113.txt;book_texts/98.txt;book_texts/1856.txt;book_texts/1999.txt;book_texts/1400.txt;book_texts/1122.txt;book_texts/1120.txt;book_texts/7700.txt;book_texts/2571.txt;book_texts/1112.txt;book_texts/10947.txt;book_texts/69768.txt;book_texts/18881.txt;book_texts/66057.txt;book_texts/209.txt;book_texts/1123.txt;book_texts/4300.txt;book_texts/599.txt;book_texts/74458.txt,True,0,
264529,a midsummer nights dream;armadale;oscar wilde;sanctuary;the expedition of humphry clinker;the secret adversary;treasure island;twelfth night,"shakespeare, william;collins, wilkie;thorne, guy;wharton, edith;smollett, t. (tobias);christie, agatha;stevenson, robert louis;shakespeare, william",8,4.0;5.0;4.0;4.0;5.0;2.0;3.0;4.0,book_texts/1113.txt;book_texts/1895.txt;book_texts/38251.txt;book_texts/7517.txt;book_texts/2160.txt;book_texts/1155.txt;book_texts/120.txt;book_texts/1123.txt,True,0,
264591,a midsummer nights dream;a passage to india;daniel deronda;dreamland;emma;little women;pride and prejudice;the brothers karamazov;the phantom of the opera;the runaway bunny;vanity fair,"shakespeare, william;forster, e. m. (edward morgan);eliot, george;lippmann, julie m.;austen, jane;alcott, louisa may;austen, jane;dostoyevsky, fyodor;leroux, gaston;smith, laura rountree;thackeray, william makepeace",11,5.0;5.0;4.0;4.0;5.0;4.0;5.0;5.0;4.0;5.0;4.5,book_texts/1113.txt;book_texts/61221.txt;book_texts/7469.txt;book_texts/16348.txt;book_texts/158.txt;book_texts/514.txt;book_texts/1342.txt;book_texts/28054.txt;book_texts/175.txt;book_texts/65568.txt;book_texts/599.txt,True,0,
264607,a tale of two cities;crime and punishment;daisy;double identity;dracula;heidi;howards end;julius caesar;lady chatterleys lover;madame bovary;middlemarch;much ado about nothing;possession;the awakening;the bridge of san luis rey;the brothers karamazov;the castle of otranto;the inheritors;the man without a country;the runaway bunny;the shoemaker;the sound and the fury;three soldiers;treasure island;twelfth night,"dickens, charles;dostoyevsky, fyodor;saunders, marshall;farrell, henry;stoker, bram;spyri, johanna;forster, e. m. (edward morgan);shakespeare, william;lawrence, d. h. (david herbert);flaubert, gustave;eliot, george;shakespeare, william;bromfield, louis;bordeaux, henry;wilder, thornton;dostoyevsky, fyodor;walpole, horace;conrad, joseph;hale, edward everett;smith, laura rountree;harper, olive;faulkner, william;dos passos, john;stevenson, robert louis;shakespeare, william",25,5.0;3.0;3.0;5.0;4.0;4.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;3.0;5.0;3.0;5.0;4.0;3.0;4.0;4.0;5.0;5.0;5.0,book_texts/98.txt;book_texts/2554.txt;book_texts/47683.txt;book_texts/65282.txt;book_texts/345.txt;book_texts/1448.txt;book_texts/2891.txt;book_texts/1120.txt;book_texts/73144.txt;book_texts/2413.txt;book_texts/145.txt;book_texts/1118.txt;book_texts/73188.txt;book_texts/70440.txt;book_texts/69768.txt;book_texts/28054.txt;book_texts/696.txt;book_texts/14888.txt;book_texts/16493.txt;book_texts/65568.txt;book_texts/69408.txt;book_texts/75170.txt;book_texts/6362.txt;book_texts/120.txt;book_texts/1123.txt,True,0,
264629,a woman of no importance;alcestis;alices adventures in wonderland;anna karenina;bleak house;hamlet;julius caesar;oil;romeo and juliet;sanctuary;scenes of clerical life;the adventurer;the awakening;the brothers karamazov;the changeling;the mysterious affair at styles;twelfth night,"wilde, oscar;euripides;carroll, lewis;tolstoy, leo;dickens, charles;shakespeare, william;shakespeare, william;sinclair, upton;shakespeare, william;wharton, edith;eliot, george;kornbluth, c. m. (cyril m.);bordeaux, henry;dostoyevsky, fyodor;besant, walter;christie, agatha;shakespeare, william",17,4.0;4.0;4.0;4.0;5.0;4.0;3.0;2.0;3.0;3.0;4.0;4.0;3.0;3.0;1.0;4.0;4.0,book_texts/854.txt;book_texts/10523.txt;book_texts/11.txt;book_texts/1399.txt;book_texts/1023.txt;book_texts/1122.txt;book_texts/1120.txt;book_texts/70379.txt;book_texts/1112.txt;book_texts/7517.txt;book_texts/17780.txt;book_texts/29908.txt;book_texts/70440.txt;book_texts/28054.txt;book_texts/49035.txt;book_texts/863.txt;book_texts/1123.txt,True,0,
264638,a midsummer nights dream;double identity;howards end;identity;julius caesar;the adventures of sherlock holmes;the hunters;the immoralist;the turn of the screw,"shakespeare, william;farrell, henry;forster, e. m. (edward morgan);blade, zoã«;shakespeare, william;doyle, arthur conan;samachson, joseph;gide, andrã©;james, henry",9,4.0;4.0;4.5;3.0;4.0;4.0;4.0;5.0;5.0,book_texts/1113.txt;book_texts/65282.txt;book_texts/2891.txt;book_texts/29676.txt;book_texts/1120.txt;book_texts/1661.txt;book_texts/22524.txt;book_texts/78975.txt;book_texts/209.txt,True,0,
264671,lysistrata;peace;romeo and juliet;the alchemist;the brothers karamazov;the great gatsby;the stranger;the tale of genji,"aristophanes;aristophanes;shakespeare, william;jonson, ben;dostoyevsky, fyodor;fitzgerald, f. scott (francis scott);dickson, gordon r.;murasaki shikibu",8,5.0;3.0;3.0;3.0;5.0;3.0;5.0;3.0,book_texts/7700.txt;book_texts/2571.txt;book_texts/1112.txt;book_texts/4081.txt;book_texts/28054.txt;book_texts/64317.txt;book_texts/65839.txt;book_texts/66057.txt,True,0,
264717,alcestis;anne of green gables;carmilla;julius caesar;king john;much ado about nothing;the black opal;the terror;treasure island,"euripides;montgomery, l. m. (lucy maud);le fanu, joseph sheridan;shakespeare, william;shakespeare, william;shakespeare, william;prichard, katharine susannah;coppel, alfred;stevenson, robert louis",9,5.0;2.0;3.0;4.0;5.0;5.0;5.0;4.0;4.0,book_texts/10523.txt;book_texts/45.txt;book_texts/10007.txt;book_texts/1120.txt;book_texts/1110.txt;book_texts/1118.txt;book_texts/36710.txt;book_texts/70361.txt;book_texts/120.txt,True,0,
264772,a midsummer nights dream;a portrait of the artist as a young man;a tale of two cities;armadale;emma;much ado about nothing;the brothers karamazov;the heart of a dog;the professors house;the secret garden;the turn of the screw;ulysses;villette,"shakespeare, william;joyce, james;dickens, charles;collins, wilkie;austen, jane;shakespeare, william;dostoyevsky, fyodor;terhune, albert payson;cather, willa;burnett, frances hodgson;james, henry;joyce, james;brontã«, charlotte",13,4.0;4.0;4.0;4.0;5.0;3.0;5.0;5.0;4.0;4.0;2.0;4.0;4.0,book_texts/1113.txt;book_texts/4217.txt;book_texts/98.txt;book_texts/1895.txt;book_texts/158.txt;book_texts/1118.txt;book_texts/28054.txt;book_texts/61429.txt;book_texts/65465.txt;book_texts/113.txt;book_texts/209.txt;book_texts/4300.txt;book_texts/9182.txt,True,0,
264776,alcestis;anna karenina;daniel deronda;emma;the brothers karamazov;the picture of dorian gray;treasure island;wuthering heights,"euripides;tolstoy, leo;eliot, george;austen, jane;dostoyevsky, fyodor;wilde, oscar;stevenson, robert louis;brontã«, emily",8,5.0;4.0;4.0;3.0;5.0;4.0;5.0;5.0,book_texts/10523.txt;book_texts/1399.txt;book_texts/7469.txt;book_texts/158.txt;book_texts/28054.txt;book_texts/174.txt;book_texts/120.txt;book_texts/768.txt,True,0,
264785,anna karenina;east of eden;eight cousins;macbeth;othello;the adventures of sherlock holmes;the blue flower;the custom of the country;the mysteries of udolpho;the picture of dorian gray;the secret city;the wind in the willows;wuthering heights,"tolstoy, leo;glenn, isa;alcott, louisa may;shakespeare, william;shakespeare, william;doyle, arthur conan;van dyke, henry;wharton, edith;radcliffe, ann ward;wilde, oscar;walpole, hugh;grahame, kenneth;brontã«, emily",13,4.0;4.0;4.0;2.5;4.0;4.0;2.0;3.0;4.0;4.0;5.0;3.0;4.0,book_texts/1399.txt;book_texts/75781.txt;book_texts/2726.txt;book_texts/1533.txt;book_texts/1127.txt;book_texts/1661.txt;book_texts/1603.txt;book_texts/11052.txt;book_texts/3268.txt;book_texts/174.txt;book_texts/12349.txt;book_texts/289.txt;book_texts/768.txt,True,0,
264845,a midsummer nights dream;a portrait of the artist as a young man;conjure wife;julius caesar;sense and sensibility;the brothers karamazov;the hound of the baskervilles;the sound and the fury;the stranger;the turn of the screw;treasure island,"shakespeare, william;joyce, james;leiber, fritz;shakespeare, william;austen, jane;dostoyevsky, fyodor;doyle, arthur conan;faulkner, william;dickson, gordon r.;james, henry;stevenson, robert louis",11,5.0;4.0;3.0;1.0;4.0;5.0;5.0;2.0;5.0;5.0;4.0,book_texts/1113.txt;book_texts/4217.txt;book_texts/70288.txt;book_texts/1120.txt;book_texts/161.txt;book_texts/28054.txt;book_texts/2852.txt;book_texts/75170.txt;book_texts/65839.txt;book_texts/209.txt;book_texts/120.txt,True,0,
264860,a midsummer nights dream;a tale of two cities;identity;lysistrata;mrs dalloway;peace;the brothers karamazov;the changeling;the strange case of dr jekyll and mr hyde;the turn of the screw;twelfth night,"shakespeare, william;dickens, charles;blade, zoã«;aristophanes;woolf, virginia;aristophanes;dostoyevsky, fyodor;besant, walter;stevenson, robert louis;james, henry;shakespeare, william",11,4.0;4.0;4.0;3.0;4.0;3.0;5.0;3.0;4.0;4.0;4.0,book_texts/1113.txt;book_texts/98.txt;book_texts/29676.txt;book_texts/7700.txt;book_texts/71865.txt;book_texts/2571.txt;book_texts/28054.txt;book_texts/49035.txt;book_texts/42.txt;book_texts/209.txt;book_texts/1123.txt,True,0,
